post_id	post_text	post_published	comment_id	comment_message	comment_published	comment_like_count	attachment_type	attachment_url
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681962050725	"What about Nazi terror here in the US? Do you not care about your own country?"	2017-08-17T18:58:00+0000	96
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468836973483503	"But it took you 2 days to condemn it here. You are a worthless joke"	2017-08-17T19:06:21+0000	138
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681958290725	"So we are not going to wait for all the facts? And what about both sides being responsible?"	2017-08-17T18:57:10+0000	155
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681976890725	"Does the current orange POtus, aka Sniffles McPussygrabber, condemn the ""terror attack"" (using those exact words) which recently occurred on the home ground of the land he's been charged with defending against all enemies, foreign and domestic?  Hmmmmmmm???"	2017-08-17T19:00:50+0000	45
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760619757443867	"You just tweeted and suggested we check out General Pershing and what he did to the Islamic terrorists  You  goofed.  That story was debunked YEARS ago."	2017-08-17T19:05:11+0000	42
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_261457821035026	"sad what happened in Barcelona. Though shame on you trump. you won't call out republican terrorism though you will call out islamic terrorism .  you're a disgrace of being president. also this terrorist attack in barcelona happened after Syria found out america and u.k been supplying chemical weapons to ISIS."	2017-08-17T19:17:42+0000	25
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681960650725	"Why didn't you say the same thing about the terror attack in Charlottesville on Saturday?? Why won't you call that a terrorist attack????"	2017-08-17T18:57:39+0000	86
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_261456841035124	"Trump has not visited Charlottesville, has not spoken with the Mayor of Charlottesville, and did not attend Heather's funeral. He gives aid and comfort to KKK/Nazi's/White supremacist, and foreign countries, but American citizens who are victims of Nazi terrorism on American soil he gives the finger. Disgraceful and anti-American.  That's right, Trump is disgraceful and anti-American."	2017-08-17T19:15:41+0000	35
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681962235725	"how many reminders do people need to know the muslim faith should be outlawed? Nominal muslims may appear peaceful, they are just not fulfilling all the evil book, koran tells them to do."	2017-08-17T18:58:03+0000	26
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468836650150202	"POTUS, please keep speaking directly to the people. please name the political hacks that are holding up your agenda for the American people. Please stay on your agenda and do not let the fake news media side track you with their narrative. Please issue an executive order to put congress on Obamacare, this will lite a fire under them to repeal this disaster that is destroying healthcare. and please issue an arrest warrant for George Soro's and stop him immediately from creating more unrest in America. thank you for all that you have done for the USA....  MAGA."	2017-08-17T19:05:53+0000	62
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_1214900921948379	"Why haven't you waited for the facts? You said that's what you always do or do you skip that step when you believe that act was commited by brown people. You shame America and all Americans."	2017-08-17T19:13:49+0000	69
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681964070725	"Sorry, not soon enough.  You have to condemn things before they happen!"	2017-08-17T18:58:28+0000	56
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760620764110433	"See? That wasn't so hard. So why the two day lag re C-ville?"	2017-08-17T19:06:26+0000	44
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681968255725	"Cant wait to see you Tuesday in Arizona!!!  Lets MAKE AMERICA GREAT AGAIN!!  Donald J. Trump"	2017-08-17T18:59:15+0000	153
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681974630725	"But president fails to call the attack in Charlottesville a terrorist attsck."	2017-08-17T19:00:25+0000	16
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681970105725	"I am from barcelona and I would like to have a president as brave as you"	2017-08-17T18:59:35+0000	53
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681970040725	"Wow...you dnt know who did it yet...but your already saying it to be a ""terror"" attack? Yet you cnt claim the same about Charlotteville..."	2017-08-17T18:59:34+0000	50
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760621110777065	"So condemning terrorism before he has ""all the facts"" only applies to Nazi terrorists?"	2017-08-17T19:06:50+0000	25
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468841760149691	"😂 can't wait to hear the insensitive lefts talk about how fast he responded to this issue instead of how awful this attack was. Time to only care about ourselves instead of others. You guys must hate your life cause you're NEVER happy. Biggest group of downers I've ever seen. On another note a POSITIVE one my prayers go out to those affected"	2017-08-17T19:15:16+0000	23
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681971735725	"Funny, he couldn't/wouldn't say the same thing about terrorists in his OWN country??"	2017-08-17T18:59:52+0000	42
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_110006519726302	"Trump!  Spare us your solidarity. Your opinion adds insult to injury. Our city is tolerant and inclusive and will remain even more so. Make sure you never EVER visit us."	2017-08-17T19:36:22+0000	14
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468836640150203	"Please Donald Trump help save us from Muslims. I am afraid to go to malls and outdoor events now due to how many Muslims are in this country"	2017-08-17T19:05:52+0000	6
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468836446816889	"We love you President Trump!  You have a huge heart and you really love the American people... all of them!"	2017-08-17T19:05:42+0000	37
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681989155725	"Too bad the con man couldn't be bothered to condemn a terror attack committed by his supporters here in the United States"	2017-08-17T19:03:09+0000	25
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468841060149761	"Dont you mean that it was the people's fault for getting in the way of a terrorist who was peacefully protesting?"	2017-08-17T19:13:35+0000	7
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681977960725	"Praying for these poor victims. If only they had closed borders and a vetting system that worked this might have been avoided. Self radicalization is much harder to stop, but at least this would give the country a fighting chance...so sad...God Bless."	2017-08-17T19:01:04+0000	29
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681977160725	"Funny....you can do this for another country but for your own you waffle around and still have yet to call what happened here a terror attack....DISGRACEFUL!"	2017-08-17T19:00:52+0000	40
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681968050725	"Wow. That was quick. You didn't need to reserve your comments until you had all the facts? I guess facts came quickly this time?"	2017-08-17T18:59:12+0000	57
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_1214902545281550	"That was fast. It took you two days to say something about Charlottesville. For gods sake, take care of your one country. We just had a terror attack and it hasn't been resolved. Spain can take care of its own business right now."	2017-08-17T19:15:35+0000	9
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760622247443618	"Where is your strong condemnation of White Nationalists, the KKK, Neo-Nazis, and other White Supremacy groups in your own country?  You are a disgrace to the presidency!  Make American Great Again - RESIGN!"	2017-08-17T19:08:17+0000	15
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468837223483478	"The United States condemns the terror attack in Barcelona, Spain, and will do whatever is necessary to help. Be tough & strong, we love you! ....gets twisted, altered and ends up being, Trump said ""we support the terror going on in Spain, we will fund your efforts to continue killing people in Barcelona and please spread this wonderful killing spree far and wide...we hate you!"""	2017-08-17T19:06:43+0000	12
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_1214900598615078	"How did he get ALL  the facts so quick from Spain about this terror attack.  It took days to get ALL the facts about Charlottesville. Isn't it like .... right around the corner from Washington? I am confused."	2017-08-17T19:13:28+0000	20
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681965675725	"That didn't take long. Did you not feel like ""waiting for the facts"" this time?"	2017-08-17T18:58:46+0000	17
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681972965725	"Why didn't you condemn the Charlottesville attack as a terror attack? Lol, it didn't even take you 48 hours. Do you have all the facts? Are you sure it wasn't both sides?"	2017-08-17T19:00:05+0000	24
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681961400725	"Donald Trump is a white supremacist and is unfit to be president."	2017-08-17T18:57:51+0000	31
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681967945725	"Many wish that you had reacted as quickly when the attack in Charlottesville happened. I guess you didn't want to wait to hear both sides of the story to condemn the attack in Barcelona, did you?"	2017-08-17T18:59:11+0000	25
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681971400725	"Trump please save  europe , killary  and  gay obama have destroyed  USA and europe , Please Trump you are the only hope for the world , please Trump bomb isis  and  gayobama Trump Trump Trump will make America great  again , America is safe because of TRUMP , Trump is a demi god ."	2017-08-17T18:59:49+0000	16
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_286943791789080	"Funny - I thought you said you needed to wait for all of the facts before releasing a statement.  WHY is this terrorism?  You need to resign!"	2017-08-17T20:21:56+0000	5
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681961010725	"What's the difference between Virginia and Barcelona attack? How one a terrorist attack and the other a ""mental illness"""	2017-08-17T18:57:43+0000	43
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_109993263060961	"So Virginia, not a terror attack. Spain, terror attack. I'm sure you waited for ""facts"" this time."	2017-08-17T19:22:50+0000	15
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681961995725	"I'm sure the left will paint this as inappropriate in some way, just give it time."	2017-08-17T18:58:00+0000	13
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681972420725	"ThAnk you Mr. Trump for taking a stand and trying to save our country from these nutcase liberals. God, I am convinced, sent you to us to save our country! This country needs you, please do not give up!!!!!"	2017-08-17T19:00:01+0000	26
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681965590725	"The Liar N Chief is so worthless he cannot condemn domestic terrorism in America during the Nazi invasion of Charlottesville or when violence is done to Muslims in America.  President FUBAR is falling on his face."	2017-08-17T18:58:45+0000	17
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_301554153647456	"So when a car is driven into a crowd overseas it terror, when it happens here in the U.S. it's just a good old fashioned murder?"	2017-08-17T19:41:31+0000	9
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681992475725	"But, will he disavow and condemn the people responsible?  This response is not nearly strong enough... He needs to name the KKK and Neo-Nazis by name!!"	2017-08-17T19:03:38+0000	4
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760623144110195	"Don't condemn it too fast.  What if a White Christian Nazi did it?  Then there might have been violence on both sides.  You can always condemn the nazi two days later reading from a script."	2017-08-17T19:09:40+0000	18
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681963265725	"I'm waiting to see how this post gets turned into something by the media twisted"	2017-08-17T18:58:16+0000	16
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760625484109961	"Try helping the people in Charlottesville who were victims of domestic terrorism you refuse to name.  Shame!"	2017-08-17T19:13:35+0000	9
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681985065725	"Let's be fair....if you want to remove all the confederate stuff fine then you should be in favor of removing the names of Malcolm X and Louis Farrakhan from streets and schools"	2017-08-17T19:02:20+0000	16
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681978155725	"You need to WAKE UP!!!  Seriously.... you have a war going on that you just sit back and ignore!  I voted for YOU.  I did!  I can't believe that you hate MY DAUGHTER because she's black.  How do you go to sleep at night knowing that you place BLAME on people for trying to have The American Dream?  Educate yourself, please, Donald J. Trump.  Please.... my daughter deserves to have everything my white children have.  If you don't understand it.... I would encourage you to please immerse yourself in something that could change your mind.  Please..... I am begging for you to give her a chance.  She deserves a chance.  If you met her, you would FIGHT AS HARD AS I AM RIGHT NOW.  Please... be a President Donald J. Trump for all the people!   https://www.washingtonpost.com/news/parenting/wp/2017/08/17/what-white-parents-can-do-for-black-parents-right-now/?utm_term=.d32a6692bba4"	2017-08-17T19:01:07+0000	6	share	https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.washingtonpost.com%2Fnews%2Fparenting%2Fwp%2F2017%2F08%2F17%2Fwhat-white-parents-can-do-for-black-parents-right-now%2F%3Futm_term%3D.d32a6692bba4&h=ATOelGMyRUpFPlP-1xVv7wTj2Mp2aAZf6K_E9qRkBq76AUZ5rkWi1lSIQgN4PTAGfltma-OU9pgjYlbboil3k3tg5vArbOd3kipkfUKdsaod&s=1&enc=AZN8XCTeqxhn2KMAsV7it798nBOx6O45cVgjnStsj2yJK2DpuuO1PLf980dG2nnu2HJEffsDHUtUMwgryYR6PI6cqaxKXHBWyMQQp20MwO9wXQ
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681984940725	"When are you Trump, going to condemn the White Supremist Terrorist attack in Charlottesville that killed one and injured dozens?"	2017-08-17T19:02:18+0000	14
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760623430776833	"To the 56 asshats that currently chose the laugh and anger emojis toward the presidents message to the people of Spain, you are what's wrong with our country, congratulations you are a moron."	2017-08-17T19:10:03+0000	28
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681964615725	"Too bad you couldn't say that about Charlottesville!"	2017-08-17T18:58:35+0000	14
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468837453483455	"Will the media now go crazy, that he hasn't specified, who did this and what kind of a terrorism it was?"	2017-08-17T19:07:02+0000	11
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681973175725	"I see you Trump. Using the word condemn here. Keep pissing off the liberals man, you're the best Preisdent ever."	2017-08-17T19:00:07+0000	9
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_1214915025280302	"NO wonder our Military DISAVOWS YOU you have no clue you KKK WN Neo Nazi WS supporter...."	2017-08-17T19:35:24+0000	6
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_467340886974943	"I enjoy watching Fox News because they are the most honest news network out there  However, there is one individual that I absolutely detest - Shepard Smith.  He is snarky, sarcastic and demeans anything Trump says or does.  He had a lot of condemnation over the comments Trump made regarding the disgusting riots in Charlottesville, but today I've been listening to him regarding this terror attack and I could not believe all the mistakes and missteps he made while reporting the details.  Maybe he should take his own advice and wait until he ""has all the facts"" before he starts putting in his own assumptions!  Such a hypocrite!"	2017-08-17T20:49:08+0000	4
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_760624224110087	"Wow, where do you get your news from, Trump? You know and apologize and offer assistance for something going on in another country, but no clue about your own back yard. FYI Spain is full of Spanish people, like Spaniards, the ones that immigrated to Mexico, that eventually became Mexican, the ones you want to wall out... ☕ 🐸"	2017-08-17T19:11:20+0000	9
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_468842980149569	"So this is a terror attack but the attack in Charlottesville wasn't?  Ok 👌 got it! Smfh..."	2017-08-17T19:18:39+0000	12
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681991210725	"How u guna lend help to another country when ours is in the middle of a civil war.... So confused rn...  Like how??? ""we give money for wars but can't feed the poor (in our own communities)"" -Tupac"	2017-08-17T19:03:23+0000	6
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681977035725	"Yet it took you forever to an issue a fake statement of a terror in your own country.  You are a disgrace."	2017-08-17T19:00:51+0000	13
153080620724_10159681956685725	"The United States condemns the terror attack in Barcelona  Spain  and will do whatever is necessary to help. Be tough & strong  we love you!"	2017-08-17T18:56:38+0000	10159681956685725_10159681984835725	"Well, we know YOU do NOT, because Barcelona is a furr'in (not White) place where they talk funny (don't speak English), right.............RIGHT?!!!!"	2017-08-17T19:02:16+0000	2
